k, flow, paths, time
10,4821, 91926, 24265668
10,4513, 92339, 19816839
10,3069, 92625, 14369769
10,5473, 93123, 25861233
10,5470, 93646, 25620923
10,4485, 94062, 22199858
10,4858, 94519, 22026388
10,3244, 94818, 14532628
10,5478, 95361, 37330380
10,5313, 95850, 36152779
10,4739, 96273, 24241442
10,5700, 96812, 32187310
10,4290, 97214, 21759881
10,4139, 97599, 24015512
10,4535, 98015, 20091856
10,3457, 98334, 15422998
10,5049, 98797, 23665195
10,4406, 99193, 18327768
10,2704, 99435, 11504794
10,3903, 99809, 19575607
10,4683, 100258, 23103304
10,3671, 100592, 17933558
10,4770, 101030, 18950882
10,5143, 101505, 22985744
10,4670, 101940, 20545018
10,4654, 102356, 19095185
10,4516, 102776, 23424911
10,4523, 103223, 22490192
10,4551, 103658, 20965839
10,4297, 104054, 16908743
10,3171, 104355, 13640593
11,12464, 105239, 97938712
11,12645, 106139, 91595920
11,14028, 107142, 102708873
11,11662, 107972, 83611512
11,10837, 108754, 81929176
11,9397, 109415, 68661817
11,10208, 110140, 80394616
11,12018, 111008, 89616992
11,11435, 111828, 83142515
11,8950, 112477, 67022408
11,8982, 113107, 93930783
11,11814, 113967, 96374931
11,9667, 114689, 73287914
11,10522, 115436, 78169907
11,8965, 116073, 63436738
11,10955, 116861, 79104406
11,10970, 117658, 81031360
11,14445, 118671, 110203868
11,11838, 119523, 98745254
11,8929, 120160, 57819525
11,9946, 120864, 68090676
11,11750, 121712, 91431354
11,9464, 122390, 72747035
11,11405, 123213, 86432846
11,8597, 123880, 78924489
11,9977, 124621, 84731416
11,10185, 125366, 89072706
11,7331, 125897, 53795623
11,9225, 126551, 70457180
11,9633, 127239, 67918356
11,7789, 127773, 56322627
11,6619, 128243, 51478448
11,9860, 128949, 82810668
11,9970, 129706, 89835621
11,11461, 130532, 89687223
11,7847, 131086, 59746440
11,8877, 131712, 75725824
11,9929, 132481, 98208186
11,7223, 133014, 53182853
11,12575, 133913, 104085342
11,10695, 134665, 89032599
11,8599, 135275, 63766174
11,8558, 135897, 64467877
11,8028, 136480, 60937467
11,8349, 137067, 61798225
11,10498, 137817, 74507542
11,8331, 138460, 65036885
11,10128, 139219, 84536302
11,8533, 139848, 65359439
11,10427, 140602, 73901685
11,10319, 141361, 75882183
11,10733, 142160, 81825642
11,9856, 142888, 72306804
11,10665, 143696, 97725560
11,11066, 144525, 93230529
11,9990, 145221, 69348718
11,10740, 145971, 80890896
11,12811, 146906, 98170832
11,8303, 147519, 62428325
11,9550, 148188, 63115174
11,9019, 148809, 72188533
11,11222, 149615, 95036622
11,12381, 150484, 114579100
11,11055, 151346, 106325409
11,7035, 151869, 62724162
11,9919, 152601, 103623052
11,11133, 153396, 111315587
11,8398, 154012, 73197693
11,8370, 154604, 73189432
11,9700, 155284, 83778487
11,10032, 156046, 75867245
11,12913, 156950, 106241308
11,9582, 157621, 84455099
11,8332, 158222, 76599028
11,7958, 158788, 52022769
11,9233, 159419, 90398739
11,8920, 160057, 88113658
11,13457, 161031, 101051549
11,9118, 161697, 67346315
11,12745, 162664, 94681214
11,12896, 163581, 91172898
11,9631, 164285, 77320961
11,9303, 164974, 73560467
11,10015, 165699, 81576425
11,11556, 166548, 85974357
11,12522, 167444, 88122679
11,10001, 168168, 70944721
11,10643, 168934, 76089925
11,12970, 169864, 92493921
11,9896, 170523, 70557681
11,10801, 171322, 77420749
11,11470, 172163, 95799048
11,9048, 172819, 66451946
11,7031, 173292, 50140300
11,12464, 174218, 102477254
11,10073, 174951, 87135587
11,9198, 175618, 76570229
11,9048, 176246, 71062705
11,11522, 177038, 102455584
11,10436, 177778, 99632950
12,24640, 179059, 298433847
12,26484, 180360, 305326742
12,21472, 181425, 255689048
12,26251, 182737, 306159750
12,19838, 183721, 246960661
12,25769, 185014, 296716537
12,24144, 186194, 265126008
12,25167, 187431, 264178750
12,20855, 188428, 229194215
12,19668, 189428, 238464253
12,17904, 190339, 210948306
12,24378, 191548, 265334226
12,24529, 192799, 282093806
12,21065, 193883, 262198009
12,24013, 195068, 270691155
12,15741, 195865, 199253660
12,24274, 197016, 256627913
12,20609, 198082, 236772476
12,24156, 199287, 268714992
12,20452, 200319, 246134488
12,20262, 201289, 223995545
12,23513, 202477, 289799903
12,23950, 203673, 264621981
12,15810, 204436, 168011105
12,17626, 205306, 200869582
12,25020, 206541, 298950367
12,22771, 207678, 258739150
12,25523, 208958, 294226489
12,23880, 210131, 255365142
12,28567, 211541, 333134828
12,23696, 212689, 280792125
12,22615, 213779, 251597947
12,24348, 214983, 258090251
12,22442, 216076, 233067889
12,16670, 216912, 199602301
12,28797, 218338, 352906107
12,22846, 219481, 265074769
12,22051, 220547, 250042201
12,19040, 221495, 211427778
12,21483, 222553, 269659003
12,25257, 223757, 265533631
12,27261, 225108, 293250981
12,28380, 226492, 329327554
12,18779, 227412, 215993141
12,22198, 228518, 257498079
12,24366, 229730, 286756612
12,24192, 230899, 265448562
12,20895, 231966, 233465103
12,26605, 233276, 323160497
12,22659, 234477, 268302267
12,28502, 235868, 302987236
12,23829, 237058, 263213864
12,24785, 238280, 281659717
12,23671, 239455, 286905159
12,26985, 240780, 289936568
12,25471, 242056, 289039929
12,19896, 243039, 221729603
12,18639, 243973, 212878507
12,20312, 244970, 214459097
12,26614, 246321, 297142670
12,24749, 247554, 306484485
12,22036, 248691, 238629462
12,19917, 249681, 235561039
12,19480, 250685, 213259973
12,13879, 251407, 163589700
12,21581, 252519, 237029483
12,21192, 253570, 245876240
12,26268, 254883, 300239683
12,24601, 256072, 294352485
12,32073, 257673, 349049658
12,19722, 258661, 209750637
12,22966, 259796, 238865742
12,28110, 261230, 305486141
12,25250, 262494, 280247254
12,24723, 263737, 264460107
12,22227, 264847, 258118684
12,18444, 265764, 219050905
12,20879, 266798, 199505218
12,16098, 267562, 166732157
12,24230, 268798, 266222856
12,12857, 269439, 136688681
12,25971, 270710, 279661612
12,16382, 271557, 188338121
12,26749, 272918, 340986874
12,20212, 273919, 203693302
12,22907, 275029, 240839151
12,23965, 276205, 274891613
12,22193, 277292, 260276290
12,21726, 278356, 236044091
12,17607, 279245, 195312883
12,20439, 280219, 220781979
12,18083, 281083, 203901047
12,22133, 282162, 273047056
12,27923, 283542, 314726238
12,24672, 284750, 262091863
12,22749, 285865, 262510989
12,16782, 286710, 213704493
12,23362, 287875, 266972709
12,19858, 288912, 271771342
12,19267, 289855, 220438748
13,47690, 291697, 1099956642
13,37575, 293157, 912173830
13,52085, 295114, 1089919280
13,38683, 296594, 848916603
13,39269, 298095, 814478407
13,47682, 299936, 1083909050
13,53377, 302003, 1052705880
13,45805, 303758, 976902959
13,53458, 305832, 1105915614
13,49921, 307789, 1135189737
13,36688, 309183, 788813960
13,46198, 310888, 972783410
13,41852, 312446, 929714340
13,51503, 314415, 1075922551
13,49988, 316297, 1101911633
13,58204, 318523, 1378700652
13,56821, 320667, 1278138616
13,38386, 322129, 884254826
13,47902, 323916, 1050570388
13,51649, 325845, 1153994558
13,41407, 327399, 933043222
13,63020, 329814, 1322130769
13,48966, 331688, 976380530
13,53479, 333748, 1151233736
13,43526, 335409, 961659765
13,48569, 337235, 964920343
13,51532, 339169, 1066321714
13,47222, 340982, 969831760
13,47662, 342826, 1003588432
13,57997, 344985, 1328734670
13,46061, 346742, 1075749606
13,32187, 347976, 734261017
13,59180, 350260, 1422950094
13,46645, 352065, 1171651360
13,50695, 353997, 1018794284
13,52549, 355978, 1037874581
13,53766, 357997, 1189028335
13,35183, 359334, 711899074
13,45753, 361072, 1040823773
13,45767, 362823, 934346775
13,39634, 364317, 880539175
13,48891, 366180, 1098010979
13,42972, 367797, 1034645949
13,43690, 369446, 943441665
13,38532, 370916, 888649313
13,48481, 372784, 1102689187
13,46123, 374513, 1040326388
13,50826, 376488, 1092478692
13,55803, 378670, 1198988201
13,48977, 380571, 1078340391
13,58914, 382814, 1303632059
13,59308, 385074, 1366832861
13,37156, 386458, 893343196
13,39354, 387967, 891540905
13,47905, 389863, 1108985726
13,59699, 392060, 1268763288
13,57227, 394181, 1213529482
13,35457, 395574, 846218609
13,44127, 397302, 1025575580
13,54334, 399395, 1222251434
13,44537, 401053, 1004124869
13,57995, 403196, 1269850504
13,51640, 405158, 1227187634
13,57523, 407373, 1364601856
13,38806, 408815, 932389855
13,42925, 410454, 1086323708
13,52841, 412507, 1284274792
13,37572, 413930, 843473176
13,57536, 416175, 1338800834
13,52455, 418186, 1243743995
13,51122, 420070, 1162534719
13,40696, 421644, 917301735
13,48223, 423504, 1121928939
13,48736, 425348, 1045981281
13,65012, 427788, 1535885346
13,43576, 429470, 986883119
13,42788, 431094, 994775791
13,46004, 432890, 977817945
13,61958, 435242, 1453777004
13,43538, 436902, 1011131265
13,50334, 438827, 1109284735
13,46865, 440601, 1066754228
13,53894, 442654, 1251720783
13,44293, 444333, 967282446
13,52326, 446308, 1214919416
13,45296, 448019, 1002350172
13,52004, 450000, 1206696253
13,54868, 452106, 1197540501
13,47376, 453903, 1035019865
13,38188, 455362, 801823123
13,45907, 457096, 1071417605
13,39828, 458557, 887833307
13,53492, 460562, 1225179145
13,39167, 462050, 941971134
13,39219, 463554, 932643515
13,54050, 465660, 1340914003
13,46530, 467399, 1049500289
13,45960, 469152, 1055619638
13,45494, 470913, 1130091393
13,47247, 472742, 1123464877
14,104136, 475443, 3500215779
14,92188, 477823, 3030686293
14,122925, 480999, 3893269344
14,109047, 483776, 3425239404
14,70060, 485532, 2263479789
14,108609, 488344, 3592447889
14,70127, 490154, 2438817056
14,100436, 492714, 3158823338
14,97155, 495244, 3226632746
14,72812, 497103, 2453989200
14,91978, 499458, 2918421921
14,101152, 502039, 3453210162
14,113810, 504951, 3505717145
14,125755, 508224, 4096024575
14,89429, 510494, 2896203283
14,107321, 513287, 3747406070
14,97871, 515810, 3470205333
14,82777, 517876, 2710555766
14,106539, 520617, 3100076095
14,80504, 522660, 2769039536
14,104292, 525333, 3417709699
14,116107, 528322, 3936860907
14,111206, 531174, 3631012392
14,100548, 533693, 3137139477
14,119496, 536782, 3634294700
14,83298, 538917, 2797074245
14,119456, 541966, 3767036090
14,116382, 545035, 3885562764
14,115046, 547940, 3583897416
14,110034, 550752, 3292398145
14,103720, 553405, 3625540465
14,84324, 555630, 2900143540
14,125512, 558914, 4515431187
14,102130, 561629, 3805733629
14,94251, 564070, 3176897436
14,91071, 566432, 2851011269
14,97130, 568952, 3107368328
14,101318, 571548, 3322385004
14,109214, 574385, 3788131490
14,94297, 576856, 3257728811
14,90408, 579163, 3077524925
14,92712, 581527, 3069492713
14,113877, 584518, 3711364894
14,101847, 587083, 3290210073
14,90491, 589400, 3164336336
14,125949, 592710, 4339338831
14,83802, 594893, 2686525825
14,94532, 597315, 2980483435
14,93607, 599704, 3230929679
14,110014, 602538, 3933670805
14,137227, 606110, 4443583393
14,110774, 608978, 3930242008
14,121199, 612179, 4185645250
14,138256, 615815, 4719978661
14,104055, 618456, 3467889327
14,103417, 621125, 3383767261
14,90207, 623499, 3227329903
14,110930, 626383, 3581443426
14,97785, 628886, 3200793746
14,108841, 631602, 3700936280
14,115555, 634641, 4002103670
14,114151, 637557, 3537110661
14,107249, 640334, 3561547621
14,98998, 642894, 3325969347
14,122784, 646064, 3924900279
14,108745, 648835, 3770343578
14,95862, 651303, 3062098867
14,123411, 654528, 4090609332
14,117482, 657570, 3987714645
14,72447, 659433, 2414707000
14,93792, 661824, 3158537216
14,77243, 663815, 2670058794
14,113868, 666738, 3844408326
14,96085, 669213, 3300206241
14,76929, 671204, 2651603968
14,122361, 674337, 4344723044
14,77358, 676334, 2456404946
14,104910, 679110, 3670527069
14,108235, 681843, 3547863061
14,92719, 684224, 3167258874
14,110678, 687086, 3592309680
14,102342, 689775, 3297073486
14,92470, 692178, 3213563597
14,109794, 694977, 3936436122
14,121744, 698120, 3771219040
14,84072, 700299, 2846781637
14,102963, 702879, 3355745994
14,104488, 705562, 3365042471
14,105996, 708299, 3625172557
14,105253, 711001, 3298305322
14,133820, 714445, 4131957720
14,90972, 716854, 2988593364
14,103001, 719521, 3448528036
14,104969, 722282, 3529750071
14,86708, 724487, 2850961313
14,106143, 727243, 3498223970
14,96246, 729728, 3413339262
14,103782, 732401, 3847155690
14,113596, 735337, 3585922054
14,126462, 738527, 4040197162
15,269598, 743894, 15688912828
15,251940, 748915, 14108916309
15,231243, 753543, 12694875877
15,220528, 757904, 12680093147
15,242888, 762627, 13697145370
15,242806, 767398, 12636731380
15,204602, 771355, 10834900944
15,230687, 775865, 13126433765
15,263360, 781095, 18120919341
15,179832, 784567, 12604397410
15,195658, 788391, 13853575955
15,227641, 792852, 15079497910
15,202995, 796818, 12558826835
15,262119, 802051, 17671723018
15,212418, 806320, 12465987972
15,234540, 811019, 13763256199
15,255765, 816108, 14861236039
15,200229, 820097, 13018781235
15,209020, 824263, 12026829672
15,185553, 827824, 10566636893
15,207142, 831982, 11264118005
15,208933, 836176, 12652904725
15,204754, 840264, 13271494591
15,269323, 845538, 18099255694
15,239264, 850170, 12995776327
15,219867, 854436, 12045374687
15,233582, 859130, 14566033273
15,231208, 863583, 13640134817
15,218426, 867848, 12355075073
15,212305, 871923, 11748204487
15,265088, 877084, 16076882038
15,195929, 880931, 12116064254
15,199095, 884826, 11258258368
15,227049, 889259, 11067009488
15,215668, 893570, 12136250017
15,273084, 898948, 16739428262
15,174374, 902319, 10008327664
15,196972, 906225, 11578635002
15,247174, 911084, 15062545498
15,167727, 914416, 8881186758
15,217714, 918724, 14356685691
15,254940, 923791, 14850825523
15,185351, 927395, 11311749033
15,242049, 932138, 14514583099
15,222620, 936478, 12579131224
15,225534, 940833, 13114837058
15,228599, 945270, 14394486268
15,227759, 949673, 13215391602
15,249319, 954541, 15438180417
15,235720, 959123, 13551576998
15,218479, 963448, 12138358683
15,199618, 967333, 10871478170
15,196021, 971090, 10158877005
15,239745, 975775, 12795131611
15,220306, 980092, 12866308055
15,262991, 985379, 14263626158
15,188411, 989105, 10417007186
15,207305, 993153, 10667913091
15,259026, 998248, 13181741926
15,244971, 1003118, 14453420861
15,244346, 1008007, 13741240512
15,224268, 1012427, 13423926946
15,210111, 1016612, 12222801156
15,256365, 1021697, 15310718889
15,220248, 1025967, 12828473335
15,253655, 1030942, 13301419498
15,246194, 1035765, 13009578148
15,223135, 1040184, 11566315495
15,280025, 1045667, 15896611445
15,224584, 1050101, 11860502402
15,236167, 1054689, 11626433405
15,260500, 1059786, 12924413260
15,222119, 1064176, 12574418458
15,233396, 1068755, 12918477223
15,243372, 1073576, 14082493635
15,197634, 1077504, 11110786087
15,178951, 1081046, 10085216059
15,274200, 1086479, 17005839673
15,226401, 1090898, 13860027836
15,233517, 1095560, 13255837592
15,264979, 1100837, 15716974099
15,214944, 1105102, 13168736650
15,148922, 1108068, 8651638244
15,181973, 1111637, 10240801178
15,245929, 1116425, 14425930975
15,247891, 1121407, 13940951729
15,218961, 1125669, 13944172260
15,198531, 1129561, 10190156728
15,242200, 1134260, 15404089075
15,214058, 1138474, 11585231715
15,242276, 1143252, 13702033808
15,201942, 1147141, 10647876877
15,250434, 1152118, 13846713019
15,246210, 1156976, 13236573815
15,210514, 1161131, 11657682938
15,243577, 1165916, 13487979937
15,252599, 1170959, 14657493303
15,210419, 1175066, 12231026698
15,211600, 1179234, 11085897041
15,248970, 1184106, 15026688242
16,499887, 1190768, 49655703474
16,478709, 1196975, 46153699304
16,497080, 1203591, 52715559116
16,547884, 1210805, 51891785014
16,556995, 1218183, 56971601133
16,473352, 1224551, 47849486851
16,461782, 1230609, 44607658341
16,599625, 1238574, 58989054417
16,603657, 1246516, 54983496946
16,461233, 1252613, 41323544036
16,516647, 1259407, 51265027017
16,393821, 1264629, 35439554530
16,538277, 1271744, 58950006337
16,429740, 1277555, 46354049204
16,453424, 1283555, 46618185528
16,552696, 1290763, 57403111095
16,471393, 1297091, 48323403096
16,536086, 1304193, 52332021379
16,415877, 1309690, 42292026330
16,511202, 1316466, 52534248687
16,490525, 1322956, 48623506669
16,468935, 1329163, 47278758770
16,524923, 1336152, 58423167006
16,517529, 1343060, 56972805028
16,470493, 1349228, 51094351609
16,393625, 1354383, 44469410612
16,405187, 1359772, 41957624867
16,518500, 1366568, 52324999677
16,467449, 1372784, 53757976133
16,496428, 1379411, 50175136210
16,509028, 1386103, 48225878657
16,487356, 1392563, 51700116027
16,473656, 1398881, 55361962137
16,382406, 1403897, 38198044414
16,437861, 1409673, 43730769432
16,496391, 1416283, 57270364560
16,542098, 1423328, 56352229638
16,342745, 1427886, 40205985815
16,461396, 1433896, 51402834459
16,605546, 1441919, 65120994703
16,519810, 1448821, 54136386013
16,409972, 1454327, 48073842414
16,528905, 1461334, 55917997198
16,415889, 1466721, 45972126191
16,393528, 1471992, 43687388793
16,379600, 1476995, 40351062160
16,562660, 1484386, 61676123017
16,538919, 1491430, 56362069007
16,570153, 1498855, 60606269992
16,486375, 1505313, 55814126905
16,424389, 1510971, 45325771750
16,504009, 1517603, 54410386984
16,550282, 1524972, 60684192214
16,441123, 1530797, 48751616197
16,519251, 1537650, 57713745029
16,432565, 1543406, 49707410037
16,435638, 1549224, 45534251773
16,517794, 1556007, 50674706879
16,377440, 1560995, 38404812162
16,527516, 1568045, 59338499965
16,467818, 1574374, 51466879253
16,517193, 1581252, 59944633231
16,376188, 1586052, 39743856293
16,419933, 1591588, 43565453660
16,527702, 1598608, 55002674401
16,474808, 1604902, 49063235778
16,416898, 1610337, 46297326024
16,528037, 1617316, 53616586621
16,637228, 1625664, 65068023954
16,577000, 1633350, 65141975155
16,513080, 1640069, 52028919749
16,492944, 1646622, 50551137756
16,429848, 1652403, 48807937182
16,503687, 1659137, 54310312461
16,538280, 1666233, 54122247643
16,550557, 1673585, 57315481791
16,583953, 1681429, 64814444820
16,430595, 1687175, 44515908504
16,465407, 1693401, 50085126221
16,485053, 1699806, 51920311003
16,516993, 1706602, 59470425339
16,405862, 1711975, 41692293834
16,464688, 1718165, 53361985762
16,583306, 1725974, 63698239302
16,521547, 1732949, 56180478710
16,424658, 1738619, 45804578177
16,514784, 1745427, 55004005000
16,465650, 1751622, 47662792367
16,416761, 1757083, 46902532042
16,461597, 1763202, 50705320739
16,465614, 1769231, 49716692435
16,461024, 1775436, 47897625525
16,420888, 1781029, 42762079315
16,601096, 1789018, 62968860100
16,513277, 1795850, 55225525090
16,384170, 1800906, 43468186392
16,550759, 1808166, 54514713222
16,402584, 1813545, 44998310688
16,466865, 1819735, 46290168551
16,372277, 1824601, 41443320630
